#,The tool improves the quality of my work,The tool gives me greater control over my work,I am more productive with the tool,The tool makes my job easier,,,,,,
h2ptb30w1oloeipyhbus7vnxqh2ptb30,Agree,Strongly agree,Agree,Agree,,,4,5,4,4
0dctewwpmd7mazl0dc6jl1upcr46xua6,Agree,Agree,Strongly agree,Strongly agree,,,4,4,5,5
oiq39bwk9ngdvoiq3xyh6kagielw9cpz,Boarderline,Agree,Agree,Agree,,,3,4,4,4
ebdm2mw70es9aebdhxzwlu5kezxpznld,Agree,Agree,Agree,Agree,,,4,4,4,4
awybo33v6ghdjlgmly9129awyboyy4d2,Boarderline,Agree,Agree,Agree,,,3,4,4,4
mw6kkm3nl5t3wmw6efg9a0z51xpi4ws3,Strongly agree,Agree,Strongly agree,Strongly agree,,,5,4,5,5
or8jpxvlaugbmpjaqor8jur9dufk8jkh,Agree,Strongly agree,Strongly agree,Strongly agree,,,4,5,5,5
pu4h1ht244dexdtzopu4xyoigv987ihx,Boarderline,Strongly agree,Strongly agree,Strongly agree,,,3,5,5,5
d1gp0fcx1yhgqj4nvvjxmd1gpw2s5xh7,Strongly agree,Strongly agree,Agree,Strongly agree,,,5,5,4,5
5bdo5766khdf505685bdo5cmu2lm29oz,Agree,Agree,Agree,Agree,,,4,4,4,4
e5ckh5qf95mcwwte5ckhk5suv54hzgv6,Strongly agree,Strongly agree,Agree,Strongly agree,,,5,5,4,5
fm13yrr5pzivbbd2c6mfsfm182g9bkpb,Strongly agree,Strongly agree,Agree,Agree,,,5,5,4,4
xugwd4muramsxug2jcmhvbdngxdmjx2j,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,5,5,5,5
mrj4fwftddfimrjzix7wyqr6jg8tpotz,Strongly agree,Agree,Strongly agree,Strongly agree,,,5,4,5,5
5bdq860r707ez18avd6xl5bdq8gkycfw,Agree,Agree,Agree,Agree,,,4,4,4,4
9efrjy7fhvmrui5ijg9efry7or6w96cl,Strongly agree,Agree,Agree,Strongly agree,,,5,4,4,5
sjlhsd63ft1edwysjlrbw1cgomaq2zya,Agree,Agree,Strongly agree,Boarderline,,,4,4,5,3
k9zp2hdb4vsgwpu73h0k9zp2d8kmyy1j,Agree,Strongly agree,Strongly agree,Agree,,,4,5,5,4
y59uesrd9rsunfuvg1y59uesp6d0tn69,Agree,Agree,Agree,Agree,,,4,4,4,4
,,,,,,,,,,
,,,,,,,4.210526316,4.421052632,4.421052632,4.421052632
,,,,,,,0.713282504,0.507257274,0.507257274,0.606976979
,,,,,,,,,,
,,,,,,,69.94487625,78.27590716,78.27590716,76.28151306
,,,,,,,28.53130014,20.29029094,20.29029094,24.27907915
,,,,,,,84.21052632,88.42105263,88.42105263,88.42105263
