#,The tool improves the quality of my work,The tool gives me greater control over my work,I am more productive with the tool,The tool makes my job easier,,,,,,
jeemscwfpcr8rrf4vajxveeyjeemscw4,Agree,Agree,Agree,Agree,,,4,4,4,4
0a3yz7ruzfl1rvrp0a3yz7djusqq7ytp,Agree,Agree,Agree,Agree,,,4,4,4,4
xjirlndint9d9ksb70qxjirlbyxrh5on,Boarderline,Strongly agree,Agree,Agree,,,3,5,4,4
iaf9izopot17i4eguciaf9ircojzun3u,Agree,Agree,Strongly agree,Agree,,,4,4,5,4
21do17qkfeyfjgro21douc3a7a2kqtj8,Agree,Agree,Boarderline,Agree,,,4,4,3,4
965mz03w2utu24xauo0965mz032q1wua,Agree,Agree,Strongly agree,Agree,,,4,4,5,4
41s3nv15zrxi1ljdskpo141s3n79uvq9,Agree,Strongly agree,Agree,Agree,,,4,5,4,4
kqyejtyi5bd3dw0dy6eqygkqyejc9fqn,Agree,Agree,Strongly agree,Strongly agree,,,4,4,5,5
bi6b3us2mvadq49cbi6b3usjtjhnzh6v,Boarderline,Strongly agree,Strongly agree,Strongly agree,,,3,5,5,5
8j1ms3rgtcndui0o9p8j1ms576o58ark,Agree,Boarderline,Agree,Agree,,,4,3,4,4
dvv8kugymvfm497pmsg1dvv8ka459w46,Agree,Agree,Agree,Agree,,,4,4,4,4
axnovlohcrgztzwaxnoxnu1wxijy1tne,Agree,Boarderline,Boarderline,Strongly agree,,,4,3,3,5
b2587kyqk1zd9v1glixb2587ky70zoh4,Agree,Agree,Agree,Agree,,,4,4,4,4
kvh25vfone4denjdvkvh25csdohpy4rw,Strongly agree,Agree,Agree,Agree,,,5,4,4,4
ui5vvakxwm62thsg6kvui5vveckdv2bj,Strongly agree,Agree,Agree,Strongly agree,,,5,4,4,5
pe2kb3ojspfoipc1gdfzvpe2kb5cb3y1,Agree,Agree,Boarderline,Agree,,,4,4,3,4
wbevwk7w7ojlxjzed7nnffsfwbevwk7a,Agree,Strongly agree,Agree,Agree,,,4,5,4,4
06yff4eo6n00j3y2w06yff8act1agmwz,Agree,Boarderline,Agree,Disagree,,,4,3,4,1
qn1y0j24jt8dfem9lxqn1yyqmlapqp1e,Agree,Agree,Agree,Agree,,,4,4,4,4
,,,,,,,,,,
,,,,,,,4,4.052631579,4.052631579,4.052631579
,,,,,,,0.471404521,0.621260744,0.621260744,0.848114524
,,,,,,,,,,
,,,,,,,70.57190958,68.62741669,68.62741669,64.0903411
,,,,,,,18.85618083,24.85042977,24.85042977,33.92458096
,,,,,,,80,81.05263158,81.05263158,81.05263158
